,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
3663,15.4,68.4,128.5,0.36,12.7,26.8,65.4,0.51,1.86,157.0,30.1,497.0,343.0,18.13,662.2,0.027378435476625735,0.074070309440176,0.0014868804621373747,0.315895371597796,0.03702623895910717,1347.0300000000002,103.61769230769232,146.0309185467161,497.0,0.36,496.64
2905,21.0,94.0,202.0,0.26,18.1,37.6,100.0,5.6,2.5,322.0,50.2,1100.0,601.0,29.360000000000003,1084.8,0.027064896730213037,0.03865129517776652,0.00931780364506189,0.292727272461157,0.03011647249564647,2554.26,196.4815384615385,308.5200595858621,1100.0,0.26,1099.74
6673,21.17,132.86,208.02,0.07,27.39,45.91,65.89,1.63,4.87,85.33,44.63,193.9,406.39,27.740000000000002,903.7,0.030696027408768367,0.006060905904596632,0.004010925455816025,0.44007219989648166,0.06739831180049137,1238.06,95.23538461538462,111.87700922925514,406.39,0.07,406.32
6528,29.9,54.76,95.03,1.05,16.62,21.31,44.08,1.39,2.48,108.93,22.99,119.48,204.37,34.81999999999999,442.54,0.07868215284791846,0.16354901906836794,0.0068013896031639196,0.9117006954159634,0.08132309007524055,722.39,55.568461538461534,58.11175689945046,204.37,1.05,203.32
1344,2.6,137.9,227.1,0.29,31.1,49.7,72.3,2.1,5.05,79.0,46.1,148.0,467.0,10.04,1000.1,0.010038996090351967,0.023140466664345608,0.0044967879989362145,0.5337837801771367,0.06659528893662679,1268.24,97.55692307692308,125.24615285874916,467.0,0.29,466.71
1933,4.0,131.0,236.0,0.83,52.0,47.1,67.0,8.6,10.7,114.3,43.2,331.0,391.0,24.129999999999995,915.3000000000001,0.026362941083401127,0.035187185564759776,0.02199488485423303,0.3453172195005522,0.13299232702559508,1436.73,110.51769230769231,124.36367105907553,391.0,0.83,390.17
1785,8.8,34.0,66.5,0.06,9.5,13.3,25.2,0.63,0.97,155.0,14.0,211.0,144.0,10.460000000000003,297.0,0.03521885510027323,0.019765306669264612,0.004374999969618056,0.7345971529166012,0.0659722217640818,682.96,52.535384615384615,68.02581247815868,211.0,0.06,210.94
4493,11.29,60.0,140.6,0.39,9.69,25.6,76.2,0.64,1.58,72.15,36.6,217.91,421.0,13.9,760.0000000000001,0.01828947366014543,0.0996722267538974,0.0015201900201420664,0.3310999938915149,0.023016627023713473,1073.65,82.58846153846154,115.24369736453495,421.0,0.39,420.61
930,7.04,104.57,178.37,0.67,24.81,28.82,48.98,2.2,4.77,190.69,25.86,144.27,412.2,14.68,798.8000000000001,0.018377566326517818,0.06158886904301269,0.005337214931253725,1.3217578060459012,0.0601892283838204,1173.25,90.25,113.86286968238457,412.2,0.67,411.53
2345,15.1,80.5,140.4,2.78,23.0,30.1,52.3,4.86,5.76,351.0,28.4,280.0,243.0,28.5,574.6999999999999,0.049591090917711696,0.24152919537120976,0.019999999917695476,1.2535714240943878,0.09465020537180986,1257.1999999999998,96.7076923076923,114.53279504503679,351.0,2.78,348.22
6202,29.2,101.0,164.0,0.65,25.8,36.8,61.4,2.38,4.15,543.0,35.7,1123.0,333.0,36.379999999999995,731.9,0.04970624395449345,0.06281732713020778,0.007147147125684243,0.4835262684919623,0.07747747724481238,2460.08,189.23692307692306,309.6358046376573,1123.0,0.65,1122.35
1090,14.1,12.7,24.3,0.22,2.8,5.0,14.8,0.46,0.69,99.0,5.8,131.0,70.0,15.47,132.6,0.11666666578682756,0.15827743638189826,0.006571428477551022,0.7557251850708001,0.03999999942857144,380.87,29.29769230769231,41.08175154565798,131.0,0.22,130.78
2171,2.61,248.0,440.0,0.89,34.9,89.0,160.0,0.89,4.0,47.0,94.9,811.0,1063.0,8.39,2094.9,0.004004964435531546,0.07532641453874675,0.0008372530565971279,0.057953144194878986,0.032831608623864895,2996.19,230.47615384615386,327.956618719809,1063.0,0.89,1062.11
6025,1.32,16.3,5.46,0.27,15.83,2.23,0.52,0.47,2.79,43.65,0.74,380.12,3.63,4.85,28.88,0.16793628227367444,0.04062760301506718,0.12947654835356795,0.1148321579637163,4.360880341355278,473.33,36.41,99.89897597072755,380.12,0.27,379.85
6185,3.9,65.4,115.0,0.47,14.8,23.8,58.1,2.36,2.66,67.0,27.9,1175.0,291.0,9.39,581.1999999999999,0.01615622846497552,0.07490765065412287,0.008109965607869534,0.05702127654721593,0.050859106354436065,1847.39,142.1069230769231,307.5633552590829,1175.0,0.47,1174.53
430,40.29,114.0,240.0,1.01,21.7,47.8,127.5,1.72,3.43,451.0,55.8,732.0,565.0,46.449999999999996,1150.1,0.040387792330764456,0.11706968341551507,0.00304424778222257,0.6161202177375407,0.038407079578040564,2401.25,184.71153846153845,233.57951467231925,732.0,1.01,730.99
2396,3.53,103.0,162.0,0.11,26.2,36.4,72.4,5.4,8.5,631.0,38.1,4330.0,383.0,17.54,794.9,0.022065668609805425,0.0073711046262528845,0.014099216673370192,0.1457274826453285,0.06840731052635167,5799.639999999999,446.1261538461538,1135.1736758381846,4330.0,0.11,4329.89
1927,6.9,96.0,115.0,0.59,11.4,26.4,50.8,1.56,3.63,150.2,28.3,319.0,236.0,12.68,552.4999999999999,0.022950226202805023,0.09171624551762815,0.006610169463516231,0.4708463935083185,0.04830508454108015,1045.78,80.44461538461539,97.11321256976984,319.0,0.59,318.41
2109,3.17,50.0,41.0,0.79,15.6,12.2,6.58,0.21,1.39,43.4,6.63,3552.0,51.2,5.56,167.61,0.03317224489486161,0.1696513742508625,0.004101562419891359,0.012218468465028585,0.30468749404907236,3784.1699999999996,291.09,941.5350827729721,3552.0,0.21,3551.79
506,43.03,126.0,257.0,1.44,25.4,52.4,129.6,4.74,4.49,433.0,58.6,513.0,580.0,53.7,1203.6,0.04461615150829499,0.13484115422599072,0.00817241377901308,0.8440545792513556,0.04379310337277051,2228.7,171.43846153846152,198.53606976474865,580.0,1.44,578.56
741,772.84,300.89,285.55,2901.58,324.96,139.4,137.15,712.25,572.31,602.63,114.22,608.02,496.5,4958.98,1473.71,3.364963253716834,6.72827802217168,1.4345417896585262,0.9911351583975279,0.6545015092557874,7968.299999999999,612.9461538461538,694.78679061154,2901.58,114.22,2787.36
2020,20.5,144.0,216.0,2.0,50.0,47.8,73.8,29.0,16.0,95.3,42.0,160.9,378.0,67.5,901.5999999999999,0.07486690320001453,0.07071067807446058,0.07671957651661487,0.5922933462256473,0.13227513192519808,1275.3,98.1,101.39659378287433,378.0,2.0,376.0
6747,6.92,88.0,125.0,0.23,22.0,31.0,40.0,1.3,4.12,166.0,25.0,442.0,213.0,12.57,522.0,0.024080459723983795,0.024158384281074564,0.006103286356322599,0.3755656100100326,0.10328638449161322,1164.57,89.5823076923077,121.23395552236029,442.0,0.23,441.77
4925,7.79,28.1,56.4,0.38,5.92,11.41,33.1,0.42,2.39,20.22,15.03,59.5,160.1,10.980000000000002,304.14,0.03610179510718159,0.10102381791314255,0.002623360383364395,0.3398319270616483,0.03697688921313624,400.76,30.827692307692306,41.83358499024551,160.1,0.38,159.72
956,19.22,118.11,270.82,0.99,22.97,42.44,122.08,1.6,3.83,334.67,50.44,246.08,861.03,25.639999999999997,1464.92,0.017502662249472552,0.10554928787809492,0.00185823954814787,1.360004870936261,0.026677351513097858,2094.2799999999997,161.09846153846152,229.381158532999,861.03,0.99,860.04
3710,8.98,27.4,51.1,0.25,4.86,10.73,28.4,0.5,0.83,76.0,11.86,209.0,128.0,10.56,257.49,0.041011301250490115,0.1244751831677063,0.0039062499694824224,0.36363636189647675,0.037968749703369144,557.9100000000001,42.916153846153854,59.76056875160069,209.0,0.25,208.75
2677,3.52,39.9,94.0,0.38,7.2,17.3,68.1,0.64,1.38,47.0,23.1,181.0,271.0,5.92,513.4,0.011530969981435588,0.12055293364111754,0.002361623607521684,0.2596685068526602,0.026568265584618948,754.52,58.04,78.73219847637355,271.0,0.38,270.62
2281,1.78,102.0,113.0,0.42,13.3,31.2,24.3,0.31,1.57,10.4,20.7,462.0,173.0,4.08,464.2,0.008789314931518064,0.09191229986221039,0.0017919075040930203,0.022510822462097787,0.07687861227237797,953.98,73.38307692307693,123.66934452461503,462.0,0.31,461.69
1301,4.6,122.5,228.7,0.08,22.9,46.8,80.2,0.96,2.96,157.0,46.3,406.0,512.0,8.6,1036.5,0.008297153875256001,0.00971686988044771,0.0018749999963378905,0.3866995064367007,0.04472656241264343,1630.9999999999998,125.46153846153844,158.26764098276223,512.0,0.08,511.92
1296,15.3,81.7,161.3,0.31,15.6,31.1,71.0,1.18,3.0,216.0,33.7,349.0,405.0,19.79,783.8000000000001,0.025248787923897946,0.045314663846732155,0.002913580239719555,0.6189111730117158,0.038518518423411065,1384.19,106.47615384615385,131.6823658271011,405.0,0.31,404.69
2242,1.49,113.0,115.0,0.51,17.5,31.8,24.3,0.3,1.82,17.0,20.8,1305.0,170.0,4.12,474.90000000000003,0.008675510615549567,0.09036816235348513,0.0017647058719723184,0.01302681991338941,0.10294117586505191,1818.52,139.88615384615383,340.3808651979418,1305.0,0.3,1304.7
2428,115.0,174.0,298.0,6.8,60.0,64.6,121.0,14.9,18.8,800.0,64.0,1170.0,578.0,155.50000000000003,1299.6,0.11965220058506296,0.2024670535298946,0.025778546668203207,0.6837606831762728,0.10380622819410687,3485.1,268.0846153846154,347.3104526681343,1170.0,6.8,1163.2
3559,7.49,105.0,259.0,0.86,23.2,47.0,130.0,1.64,4.5,172.0,63.1,302.0,629.0,14.49,1233.1,0.011750871777024677,0.08416823106066962,0.0026073131914033177,0.5695364219551774,0.036883942707656686,1744.79,134.21461538461537,171.8826322552861,629.0,0.86,628.14
3932,3.27,98.0,163.0,0.37,28.9,36.5,54.5,3.15,5.49,149.0,30.6,329.0,256.0,12.28,638.6,0.019229564642609512,0.02937423933548953,0.012304687451934814,0.45288753661736314,0.11289062455902099,1157.78,89.06,101.96684061309043,329.0,0.37,328.63
4629,16.89,103.8,83.0,6.15,68.5,25.55,35.5,0.6,46.1,248.5,19.83,111.0,181.2,69.74000000000001,448.87999999999994,0.15536446231651121,0.1094408272745981,0.0033112582598716434,2.2387387185699215,0.3780353180020126,946.6200000000001,72.81692307692309,70.7581853253215,248.5,0.6,247.9
4184,88.47,195.03,264.63,7.91,78.13,64.95,98.93,18.22,26.16,852.85,53.36,426.44,481.61,140.76,1158.51,0.12150089328404509,0.1749640010047356,0.03783144029851655,1.9999296454368032,0.16222669761378147,2656.69,204.36076923076922,238.28844364830485,852.85,7.91,844.94
4260,17.13,52.02,34.92,1.86,38.9,12.41,6.23,4.12,11.57,488.14,5.14,378.87,35.39,34.68,146.10999999999999,0.23735541552696315,0.08767412971202866,0.11641706367852321,1.288410269252223,1.0991805284210079,1086.7,83.5923076923077,151.4904163078843,488.14,1.86,486.28
5129,62.2,70.9,118.0,3.87,20.6,25.9,45.1,22.5,7.77,155.0,34.525000000000006,230.0,271.0,96.34,565.425,0.17038510824532857,0.3058911020048732,0.08302582995193421,0.6739130405482042,0.07601475986710421,1067.365,82.105,83.41389023786975,271.0,3.87,267.13
5364,1436.0,1549.0,1869.0,111.0,594.0,474.0,502.0,448.0,257.0,1108.0,433.0,2524.0,3882.0,2252.0,8709.0,0.2585830749502144,0.2840947411594052,0.11540443067609366,0.43898573675159047,0.15301391031607062,15187.0,1168.2307692307693,1044.287770083305,3882.0,111.0,3771.0
6266,43.0,48.5,71.9,1.16,15.9,16.5,28.9,2.98,3.76,166.0,15.7,186.0,148.0,50.89999999999999,329.49999999999994,0.15447647904559492,0.15002564444088243,0.020135134999086927,0.8924731134813274,0.10743243170653763,748.3,57.56153846153846,63.23623861802829,186.0,1.16,184.84
6011,7.62,46.16,91.68,1.48,10.88,20.25,56.93,0.29,1.71,103.6,22.78,2343.93,210.62,11.100000000000001,448.4200000000001,0.024753579178552296,0.3431225026246953,0.001376887278620799,0.044199272143707675,0.05165701238411826,2917.93,224.45615384615382,614.5067982040989,2343.93,0.29,2343.64
477,19.87,48.1,101.0,0.51,10.2,20.0,57.4,0.75,1.61,221.0,23.6,398.0,246.0,22.740000000000002,496.1,0.04583753266309709,0.12585113568141243,0.0030487804754114616,0.555276380514381,0.04146341446559587,1148.04,88.31076923076922,118.85521447164442,398.0,0.51,397.49
4227,6.21,34.57,66.35,0.23,6.65,14.0,28.56,0.53,1.06,36.06,14.44,55.33,136.44,8.030000000000001,294.35999999999996,0.027279521581466508,0.08662914935763133,0.0038844913230394952,0.6517259958119286,0.04873937226077857,400.43,30.802307692307693,36.73740143103926,136.44,0.23,136.21
5501,14.1,90.6,160.0,0.71,19.6,36.7,63.0,9.74,4.99,92.77,34.4,238.1,272.0,29.54,656.6999999999999,0.04498248813007083,0.07179265888770946,0.03580882339776168,0.3896262058394531,0.07205882326448963,1036.71,79.74692307692308,86.65506424764402,272.0,0.71,271.29
2331,10.13,33.3,52.8,1.75,11.2,11.36,22.8,2.92,4.06,113.0,11.2,112.0,104.0,18.86,235.45999999999998,0.08009853019579322,0.2595171216893449,0.028076922806952665,1.0089285624202806,0.10769230665680474,490.52,37.73230769230769,41.64662460306239,113.0,1.75,111.25
5499,6.22,146.0,238.0,0.23,32.7,56.3,81.5,3.27,6.02,146.64,48.8,257.38,362.0,15.74,932.5999999999999,0.016877546625694247,0.01639289710682167,0.009033149146317268,0.5697412364218617,0.09033149146317268,1385.06,106.54307692307692,111.81424997836749,362.0,0.23,361.77
6260,28.6,21.9,39.7,0.41,6.66,8.35,18.8,1.33,1.77,227.0,8.97,39.2,90.5,32.11,188.22,0.1705982352003069,0.11941533203451271,0.01469613243429688,5.790816178805709,0.0735911594078325,493.19,37.93769230769231,59.46693226605938,227.0,0.41,226.59
2778,26.6,74.4,138.0,0.56,15.6,29.6,63.3,0.64,1.09,179.0,34.8,529.0,325.0,28.89,665.0999999999999,0.043437077065949375,0.1358039700286408,0.0019692307631715977,0.338374290475663,0.04799999985230769,1417.59,109.0453846153846,150.52514089093785,529.0,0.56,528.44
4853,7.7,63.8,142.0,0.5,9.78,28.0,92.4,0.46,3.12,47.6,39.4,171.0,389.0,11.780000000000001,754.5999999999999,0.015610919671864674,0.09051556628842071,0.0011825192771657603,0.2783625714715639,0.02514138811017638,994.76,76.52,104.50705504340917,389.0,0.46,388.54
2440,4.13,73.8,118.0,0.53,22.1,25.8,44.1,1.37,3.5,119.0,23.5,476.0,204.0,9.53,489.20000000000005,0.019480784915206897,0.060262300642383866,0.006715686241589774,0.24999999947478993,0.10833333280228759,1115.83,85.83307692307692,126.98603571832464,476.0,0.53,475.47
6475,32.14,152.5,248.7,2.36,42.75,54.38,88.91,5.82,9.18,142.8,54.22,92.87,505.24,49.5,1103.95,0.04483898723235745,0.11913040062613592,0.011519277944107202,1.5376332342238266,0.08461325293996269,1431.87,110.14384615384614,132.5683112464874,505.24,2.36,502.88
3001,9.32,187.0,329.0,1.05,41.0,72.0,121.0,2.18,5.8,299.0,63.0,620.0,630.0,18.35,1402.0,0.01308844506912379,0.0680900060889993,0.003460317454824893,0.48225806373829344,0.0650793649760645,2380.35,183.10384615384615,215.48891049598254,630.0,1.05,628.95
6337,8.76,26.9,36.4,0.42,9.24,8.69,12.5,2.56,2.71,64.2,7.29,55.7,68.0,14.450000000000001,159.78,0.09043685010366223,0.0839322084743066,0.03764705826989621,1.15260321090479,0.1358823509429066,303.37,23.336153846153845,23.661573046888797,68.0,0.42,67.58
680,76.1,125.0,210.0,0.67,27.3,47.4,71.7,2.21,4.31,257.0,43.3,224.0,394.0,83.28999999999999,891.4,0.09343728955189892,0.061766763044922145,0.005609137041601175,1.147321423449458,0.06928933992566158,1482.99,114.07615384615384,116.95993847589023,394.0,0.67,393.33
1159,7.2,69.4,128.9,1.53,16.7,26.7,61.3,1.63,2.83,59.0,28.3,123.0,332.0,13.19,646.5999999999999,0.02039901017568975,0.2225563411643454,0.004909638539428799,0.47967479284817244,0.050301204667767455,858.49,66.03769230769231,87.34902501801399,332.0,1.53,330.47
5560,77.4,115.0,176.0,6.71,44.4,41.0,84.9,8.75,10.5,320.0,40.0,396.0,421.0,103.36,877.9,0.11773550504871226,0.3107680660390216,0.020783847931629816,0.8080808060401999,0.10546318264735585,1741.6599999999999,133.97384615384615,143.04493046368665,421.0,6.71,414.29
5643,11.0,103.0,194.0,2.1,30.0,41.0,66.0,5.7,9.7,212.0,33.0,126.0,359.0,28.5,796.0,0.035804020055522585,0.12310417995819613,0.01587743728167845,1.6825396691861931,0.08356545937725499,1192.5,91.73076923076923,102.59518945549193,359.0,2.1,356.9
6370,22.0,35.7,66.4,0.57,8.85,14.1,29.2,0.78,1.44,80.1,14.5,81.3,144.0,24.790000000000003,303.90000000000003,0.08157288554928303,0.15966949703054661,0.0054166666290509265,0.9852398402799527,0.061458332906539355,498.94,38.38,41.25237727415514,144.0,0.57,143.43
3887,1.45,42.0,43.0,0.13,18.0,11.3,19.6,0.83,2.86,65.0,9.4,403.0,92.0,5.27,217.3,0.024252185806478664,0.018118576707510117,0.009021739032372402,0.16129032218042103,0.19565217178638944,708.57,54.50538461538462,104.15421905966649,403.0,0.13,402.87
721,1128.23,320.23,430.39,1624.89,214.77,184.73,285.12,635.42,345.22,1231.77,200.01,1098.59,881.12,3733.76,2301.6000000000004,1.6222453938033343,5.967455419420416,0.721150353276341,1.121228118660075,0.24374659496578607,8580.490000000002,660.0376923076924,460.9789225976498,1624.89,184.73,1440.16
3103,13.4,21.8,45.0,0.29,4.5,9.6,24.9,0.39,0.76,34.0,10.3,45.0,106.1,14.84,217.70000000000002,0.06816720225922276,0.15681401750037952,0.0036757775336873,0.7555555387654325,0.04241281769639192,316.04,24.310769230769232,28.112628276969286,106.1,0.29,105.80999999999999
3635,5.95,60.8,107.0,0.69,11.0,23.3,68.5,0.59,1.81,98.0,25.5,302.0,300.0,9.04,585.1,0.01545035034105221,0.1546370121583166,0.001966666660111111,0.3245033101837639,0.03666666654444445,1005.14,77.31846153846153,101.63420622288646,302.0,0.59,301.41
3765,3.35,75.6,128.1,0.1,18.6,29.1,45.8,1.1,2.68,72.0,26.0,167.0,231.0,7.23,535.5999999999999,0.0134988797358124,0.014163680663287881,0.004761904741290456,0.4311377219692352,0.08051948017091135,800.4300000000001,61.571538461538466,69.7585386939123,231.0,0.1,230.9
5883,9.22,143.0,267.0,0.08,29.31,58.0,108.0,1.71,3.79,532.0,57.0,1694.0,525.0,14.799999999999999,1158.0,0.012780656292935528,0.007590361686209896,0.0032571428509387754,0.31404958659147014,0.05582857132223129,3428.11,263.70076923076925,450.23635972951496,1694.0,0.08,1693.92
279,62.2,190.0,300.0,1.49,49.9,70.9,100.0,40.2,16.5,421.0,70.0,660.0,655.0,120.39,1385.9,0.08686773931245562,0.05192709452736615,0.06137404570782589,0.6378787869123048,0.07618320599055999,2637.19,202.86076923076922,225.51816882158087,660.0,1.49,658.51
5505,15.0,293.0,470.0,0.36,60.7,114.0,162.0,11.9,18.3,351.82,94.2,586.28,856.0,45.56,1989.2,0.02290367985979103,0.01080146369264126,0.013901869142638005,0.6000886937980339,0.07091121487043082,3033.56,233.35076923076923,255.945118950905,856.0,0.36,855.64
5370,72.7,89.8,167.0,9.76,33.1,30.4,183.0,39.6,23.4,592.0,57.3,2319.0,766.0,145.46,1293.5,0.11245458050834589,0.35069364160085464,0.05169712786984709,0.2552824492215255,0.04321148819424088,4383.0599999999995,337.1584615384615,615.1570531904359,2319.0,9.76,2309.24
6723,43.57,89.79,129.23,0.9,31.99,29.82,47.29,5.18,7.64,34.09,27.98,17.2,253.08,57.29,577.19,0.09925674370786612,0.05756900312771232,0.020467836176434974,1.9819766289548473,0.1264027180085241,717.76,55.21230769230769,66.53921887519202,253.08,0.9,252.18
2025,40.0,227.0,332.0,6.1,105.0,66.4,101.4,49.0,26.2,136.9,61.2,218.7,522.0,121.3,1310.0000000000002,0.09259541977664469,0.11630129209933378,0.09386973162093921,0.6259716478007699,0.2011494249020126,1891.9,145.53076923076924,141.33012300510833,522.0,6.1,515.9
3598,20.8,74.3,83.4,2.93,41.9,17.6,36.6,10.7,33.9,254.0,20.2,38.0,207.0,68.33000000000001,439.1,0.1556137550543982,0.07774290407685774,0.051690821006324536,6.684210350415517,0.2024154579593456,841.33,64.71769230769232,74.60357221328111,254.0,2.93,251.07
3588,12.26,102.4,212.0,0.44,16.4,40.8,97.0,0.94,2.89,403.0,47.7,955.0,459.0,16.53,958.9000000000001,0.017238502432747417,0.06391191440309318,0.002047930278762679,0.42198952835393766,0.03572984741671057,2349.83,180.75615384615384,267.40579274372385,955.0,0.44,954.56
3920,15.06,66.0,105.0,0.33,20.5,23.5,34.1,1.56,3.68,209.0,20.2,297.0,172.0,20.63,420.8,0.04902566528273368,0.037993831920511686,0.00906976738912926,0.703703701334331,0.11918604581868578,967.9300000000001,74.45615384615385,90.96613634825971,297.0,0.33,296.67
2455,3.34,63.8,104.7,0.24,15.8,22.9,38.4,0.59,1.94,75.0,21.3,679.0,193.0,6.109999999999999,444.09999999999997,0.013758162545016522,0.04334927377433651,0.0030569948028134983,0.11045655359284749,0.08186528454992081,1220.01,93.84692307692308,176.97695857782057,679.0,0.24,678.76
5287,35.2,104.0,170.0,0.27,24.1,37.0,60.0,2.2,5.1,404.0,35.0,650.0,362.0,42.77000000000001,768.0,0.05569010409415352,0.024353991664408922,0.0060773480495100885,0.6215384605822485,0.06657458545145142,1888.87,145.2976923076923,194.15939542843682,650.0,0.27,649.73
2400,8.8,147.0,313.0,0.56,28.3,58.5,146.0,12.9,10.8,3070.0,76.1,7600.0,762.0,33.06,1502.6,0.022001863422067176,0.032031917023479024,0.016929133836051005,0.4039473683679016,0.037139107562809574,12233.96,941.073846153846,2082.9666964860053,7600.0,0.56,7599.44
436,15.49,28.8,66.5,0.33,5.98,12.8,42.7,0.45,0.85,155.0,16.5,302.0,178.0,17.119999999999997,345.3,0.04958007515325781,0.14637059636604796,0.0025280898734376975,0.513245031413096,0.03359550542923874,825.4,63.49230769230769,88.70619336229237,302.0,0.33,301.67
74,24.58,62.99,161.53,0.42,11.89,29.9,80.31,0.38,1.0,154.0,40.31,326.0,373.09,26.38,748.1299999999999,0.03526125133965855,0.1218031008967242,0.0010185209975648744,0.47239263658775266,0.031868985950122,1266.3999999999999,97.41538461538461,119.48493871069367,373.09,0.38,372.71
5760,3.4,138.0,234.0,0.1,28.0,52.0,76.0,1.9,4.5,121.0,48.0,155.0,481.0,9.9,1029.0,0.009620991244294469,0.008908708028395464,0.003950103941891676,0.7806451562539022,0.058212058091035225,1342.9,103.30000000000001,129.11201457529933,481.0,0.1,480.9
5378,45.0,393.0,602.0,0.4,77.0,142.0,190.0,23.0,17.0,1490.0,135.0,2803.0,1212.0,85.4,2674.0,0.03193717276292552,0.011055799852232649,0.018976897674111468,0.5315733141164563,0.06353135308289491,7129.4,548.4153846153846,795.9558606298505,2803.0,0.4,2802.6
1563,6.2,79.6,146.2,0.4,15.6,30.0,57.1,1.15,2.23,83.0,30.3,97.0,335.0,9.98,678.1999999999999,0.014715423157305483,0.06781804316174912,0.003432835810648251,0.8556700942714424,0.046567164040098016,883.78,67.98307692307692,88.36909992356931,335.0,0.4,334.6
4431,19.74,152.9,265.1,0.66,30.9,57.9,81.3,2.04,4.83,62.9,57.9,170.32,547.0,27.27,1162.1000000000001,0.023466138866305702,0.05402454638062887,0.0037294332655769045,0.3693048357837903,0.05648994505212076,1453.49,111.80692307692308,146.23674206229458,547.0,0.66,546.34
4151,6.52,160.43,287.91,1.27,31.97,61.89,140.14,2.1,4.07,275.58,63.8,2198.6,646.27,13.959999999999999,1360.4399999999998,0.010261386014626601,0.11133589292034762,0.0032494158737843074,0.12534340028866398,0.04946848832613538,3880.5499999999997,298.50384615384615,575.5498556836885,2198.6,1.27,2197.33
6287,49.0,43.9,77.2,0.45,11.1,16.8,32.7,1.34,2.74,188.0,16.8,204.0,170.0,53.53000000000001,357.4,0.14977616074489047,0.08159729010862046,0.007882352894809689,0.9215686229334872,0.06529411726297578,814.03,62.61769230769231,71.75913537703175,204.0,0.45,203.55
3136,43.7,50.2,68.5,0.76,16.4,17.31,26.6,1.37,3.58,187.0,13.97,222.0,144.0,49.41,320.58000000000004,0.15412689452203224,0.0991859486061843,0.009513888822820218,0.8423423385480074,0.11388888809799383,795.3900000000001,61.18384615384616,71.75414676180598,222.0,0.76,221.24
4292,40.5,136.6,190.9,3.2,40.2,45.6,55.6,4.88,9.46,25.68,38.8,46.69,366.0,58.040000000000006,833.5,0.06963407310181875,0.16409350177401733,0.013333333296903461,0.5500106971511952,0.10983606527367196,1004.1099999999999,77.23923076923076,97.82130509340752,366.0,3.2,362.8
3934,16.34,168.0,288.0,4.61,46.6,60.0,117.2,8.4,11.3,140.0,61.8,238.0,563.0,40.650000000000006,1258.0,0.032313195522803505,0.20089482283259136,0.014920071021456358,0.5882352916460702,0.08277087019046027,1723.25,132.55769230769232,151.85116560196224,563.0,4.61,558.39
132,2.01,39.1,65.2,1.51,11.0,14.8,33.1,2.01,2.73,10.0,14.3,15.3,149.0,8.26,315.50000000000006,0.02618066552716112,0.27554927580928396,0.013489932795369577,0.6535947285232203,0.07382550286023153,360.06,27.696923076923078,39.22355951850591,149.0,1.51,147.49
5533,2.75,97.4,188.0,1.85,17.0,39.1,141.0,0.62,1.98,36.2,48.4,326.0,568.0,7.199999999999999,1081.9,0.006654958862505813,0.3188707374269532,0.0010915492938529062,0.11104294444465355,0.029929577412095815,1468.3000000000002,112.94615384615386,160.11030383113828,568.0,0.62,567.38
5578,21.0,236.0,421.0,0.7,45.0,63.0,161.0,14.0,11.0,718.0,105.0,1111.0,854.0,46.7,1840.0,0.02538043476881498,0.031462660216504165,0.016393442603754752,0.6462646258809499,0.0526932083692117,3760.7,289.2846153846154,358.1881582163075,1111.0,0.7,1110.3
927,5.02,221.96,426.12,0.22,39.56,66.38,122.64,1.31,5.08,95.12,64.68,212.1,1043.18,11.63,1944.9600000000003,0.005979557417129628,0.015518962444103074,0.0012557756079911656,0.44846770179883216,0.037922506146664516,2303.37,177.1823076923077,275.9926088796818,1043.18,0.22,1042.96
675,52.6,36.1,97.6,0.36,7.44,17.2,63.8,0.88,1.28,150.0,25.5,153.0,288.0,55.120000000000005,528.2,0.1043544110103097,0.11665705953228538,0.003055555544945988,0.9803921504549533,0.025833333243634262,893.76,68.75076923076924,81.37116692723899,288.0,0.36,287.64
827,5.86,104.51,194.26,0.32,22.09,41.29,83.92,1.22,3.46,75.95,42.88,118.95,413.1,10.86,879.96,0.012341470052796183,0.03660277971428558,0.0029532800703140154,0.6385035675619709,0.05347373504363656,1107.81,85.21615384615384,109.52593311023942,413.1,0.32,412.78000000000003
6686,31.63,138.66,215.92,1.14,37.27,49.65,72.12,10.95,9.7,94.02,47.04,93.13,419.8,53.42,943.1899999999999,0.056637580915152225,0.059956916172865,0.026083849389986064,1.0095565230370824,0.0887803713940439,1221.03,93.92538461538462,110.03192100584577,419.8,1.14,418.66
6570,48.03,151.77,248.88,3.43,41.05,56.45,91.41,5.93,9.62,139.16,51.14,91.96,482.82,67.01,1082.4700000000003,0.061904717856472016,0.17260366087731388,0.012282009833308459,1.5132666212128467,0.08502133282585367,1421.6499999999999,109.3576923076923,126.71393324843935,482.82,3.43,479.39
4447,49.4,120.1,218.9,1.17,26.0,45.8,87.7,2.4,4.95,128.11,52.3,361.47,547.0,57.92,1071.8,0.054039932772868136,0.10313274724217816,0.004387568547737535,0.3544139199534846,0.04753199260048996,1645.3000000000002,126.56153846153848,155.92489937077715,547.0,1.17,545.83
