,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb,LREE,HREE,LREE_HREE_ratio,Eu_anomaly,Nd_Yb_ratio,Th_U_ratio,Gd_Yb_ratio,sum_REE,mean_REE,std_REE,max_REE,min_REE,range_REE
642,32.0,83.5,155.0,2.05,19.3,33.2,71.7,9.12,4.71,259.0,34.3,612.0,353.0,47.879999999999995,730.7,0.06552620765632104,0.21501301574895068,0.025835693977802564,0.42320261368757744,0.05467422080828833,1668.8799999999999,128.3753846153846,173.62953690657167,612.0,2.05,609.95
3499,1.45,7.2,21.2,0.11,1.18,4.29,15.9,0.15,0.09,76.0,5.62,37.0,58.0,1.8,112.21000000000001,0.016041350895273587,0.33754243738360934,0.002586206851961951,2.0540539985390813,0.020344827235434012,228.19,17.553076923076922,23.71494088758762,76.0,0.09,75.91
1282,28.5,89.9,184.1,0.4,16.3,36.5,72.8,0.91,2.5,234.0,38.3,236.0,444.0,32.31,865.5999999999999,0.03732670975355048,0.062660835230192,0.0020495495449334472,0.9915254195274347,0.03671171162902768,1384.21,106.47769230769231,127.50851906102625,444.0,0.4,443.6
2790,10.2,90.4,191.0,0.28,15.1,37.4,94.7,0.32,1.6,249.0,49.4,648.0,473.0,12.399999999999999,935.9,0.013249278754942537,0.056965190935065795,0.0006765327681257236,0.3842592586662666,0.031923889995932576,1860.4,143.1076923076923,195.56458898252853,648.0,0.28,647.72
59,51.2,91.85,178.59,0.49,15.22,35.42,77.78,0.49,1.65,354.0,42.93,511.0,386.34,53.830000000000005,812.91,0.06621889253888022,0.09777926605347578,0.0012683128817406613,0.6927592941433282,0.03939535114304667,1746.9599999999998,134.38153846153844,164.84743869343856,511.0,0.49,510.51
2491,4.81,88.0,124.7,0.64,30.3,29.7,44.1,1.97,5.8,150.0,24.8,746.0,215.0,13.219999999999999,526.3,0.025118753514879816,0.04827748768257742,0.009162790655056787,0.2010723857894472,0.14093023190265008,1465.8200000000002,112.75538461538463,193.68433651038345,746.0,0.64,745.36
6411,11.75,60.65,97.85,0.67,20.6,21.02,41.67,2.15,3.44,99.9,21.46,201.59,212.31,18.01,454.96,0.03958589757432325,0.07959063472649842,0.010126701473662562,0.4955602931913275,0.0970279303988134,795.06,61.15846153846154,69.9123413608514,212.31,0.67,211.64000000000001
4901,4.58,38.6,86.5,0.59,7.24,17.0,63.0,0.62,3.16,10.22,25.0,38.7,261.0,8.95,491.1,0.018224394179954397,0.12335000679306994,0.0023754789181016133,0.26408268051465944,0.0277394634952511,556.21,42.785384615384615,67.86003793050071,261.0,0.59,260.41
2399,100.0,940.0,770.0,13.9,470.0,218.0,137.0,139.0,199.0,1480.0,129.0,7600.0,900.0,451.9,3094.0,0.14605688424497193,0.045450569890926204,0.15444444427283952,0.19473684207963987,0.5222222216419753,13095.9,1007.376923076923,1949.7009980443534,7600.0,13.9,7586.1
5577,22.1,27.9,45.2,0.26,8.04,10.1,19.0,1.16,2.13,50.0,10.0,56.0,101.0,25.650000000000002,213.2,0.12030956791599641,0.06282832899226333,0.011485148401137143,0.8928571269132657,0.07960395960788158,352.89,27.145384615384614,28.012534176791593,101.0,0.26,100.74
3769,8.4,50.0,103.0,0.36,11.3,19.9,53.2,0.57,1.55,223.0,26.1,510.0,253.0,10.88,505.2,0.021536025293871688,0.08601959976904333,0.0022529644179724727,0.43725490110342174,0.04466403144401569,1260.38,96.9523076923077,143.81045683355072,510.0,0.36,509.64
6192,21.4,84.6,99.5,1.02,37.2,25.9,28.1,4.43,9.72,275.0,18.7,246.0,164.0,36.57,420.8,0.08690589332959626,0.053640839826936876,0.027012194957242712,1.117886174317536,0.22682926690957766,1015.5700000000002,78.12076923076924,89.66791471968953,275.0,1.02,273.98
4730,3.89,20.9,32.4,0.71,6.19,7.51,16.9,0.84,3.23,8.7,7.94,29.1,88.9,8.670000000000002,174.55,0.04967058121070994,0.1587858331706891,0.009448818791351869,0.29896906189109745,0.0696287956172239,227.21,17.47769230769231,22.889900411063444,88.9,0.71,88.19000000000001
3128,14.3,59.2,139.0,0.57,12.9,26.6,76.9,1.0,1.89,118.0,33.8,181.0,349.0,17.76,684.4999999999999,0.02594594590804099,0.11543807859056629,0.0028653295046838696,0.651933698055615,0.03696275061042192,1014.1600000000001,78.0123076923077,96.21054037521014,349.0,0.57,348.43
6053,0.87,27.01,17.03,0.3,16.14,6.27,2.66,0.9,3.26,33.04,2.26,549.48,17.68,5.329999999999999,72.91000000000001,0.07310382563291967,0.04135811013284795,0.05090497449632497,0.060129576945239904,0.9128958759674278,676.9,52.06923076923077,143.9633161854109,549.48,0.3,549.1800000000001
6476,34.33,99.05,163.03,1.66,27.17,35.85,63.27,2.55,4.97,104.53,36.88,75.51,338.58,43.50999999999999,736.66,0.059063882850889295,0.14285158810051382,0.007531454877631712,1.3843199392885719,0.08024691334323672,987.3800000000001,75.9523076923077,88.25651330541221,338.58,1.66,336.91999999999996
2407,3.09,50.6,81.2,0.12,12.3,18.4,31.6,0.59,1.67,103.0,17.4,555.0,159.0,5.47,358.2,0.015270798393995538,0.026477101736417447,0.0037106918005616867,0.18558558525119714,0.07735849007950636,1033.97,79.53615384615385,144.81677349398134,555.0,0.12,554.88
25,56.44,136.2,274.85,1.33,30.39,54.69,109.71,1.63,3.69,361.0,63.39,424.0,591.74,63.089999999999996,1230.5800000000002,0.05126850749137112,0.12559521852820282,0.002754588159065488,0.8514150923315682,0.05135701481840502,2109.0600000000004,162.23538461538465,182.9995102395878,591.74,1.33,590.41
5351,35.0,147.0,147.0,31.5,89.0,38.2,116.0,152.0,75.4,123.0,38.3,1257.0,486.0,293.9,972.5,0.30221079660441047,0.3845296897063862,0.3127572010025572,0.09785202856177244,0.1831275716396552,2735.4,210.41538461538462,322.7682303643659,1257.0,31.5,1225.5
3764,33.0,137.0,152.2,8.09,46.7,43.2,51.2,3.03,9.9,195.0,30.6,128.0,263.0,54.019999999999996,677.2,0.07976963957505959,0.37624651293126266,0.011520912503722766,1.5234374880981447,0.17756653924879645,1100.92,84.68615384615386,79.00619669352734,263.0,3.03,259.97
3999,2.87,186.0,399.0,0.14,18.82,75.3,129.0,0.21,1.77,164.7,79.3,2671.0,878.0,4.989999999999999,1746.6,0.0028569792723823545,0.024256692707111192,0.0002391799541694989,0.061662298741421824,0.02143507970223795,4606.11,354.31615384615384,708.3563920745682,2671.0,0.14,2670.86
2555,132.0,1169.0,1711.0,1.4,296.0,397.0,374.0,68.0,76.0,3261.0,322.0,2061.0,2806.0,277.4,6779.0,0.04092048974171404,0.009334163073389174,0.02423378473833436,1.582241629508859,0.10548823944922016,12674.4,974.9538461538461,1081.6375026322783,3261.0,1.4,3259.6
4047,21.4,134.0,224.0,1.58,34.7,48.2,86.0,3.3,7.8,132.0,45.0,156.0,409.0,34.08,946.2,0.03601775519338643,0.09603842903820703,0.008068459637974425,0.8461538407297831,0.08484107558718564,1302.9799999999998,100.22923076923075,110.95974089465189,409.0,1.58,407.42
4206,4.39,16.23,30.59,0.24,3.55,6.32,13.08,0.26,0.55,18.67,6.57,30.85,61.17,5.4399999999999995,133.96,0.04060913675269381,0.17175746008750412,0.004250449497295251,0.6051863661203771,0.05803498352076208,192.47000000000003,14.805384615384618,16.8206030329038,61.17,0.24,60.93
1220,73.1,93.8,237.9,0.25,14.5,40.5,121.0,1.19,2.57,707.0,60.2,506.0,714.0,77.10999999999999,1267.4,0.06084109195136412,0.04095335066521074,0.0016666666643323997,1.3972331988196973,0.02030812322085697,2572.01,197.8469230769231,255.3547786718168,714.0,0.25,713.75
1360,12.2,66.4,119.7,0.19,15.8,24.9,44.0,0.69,2.42,158.0,24.6,247.0,260.0,15.499999999999998,539.6,0.028724981414520043,0.030726802489858075,0.002653846143639053,0.6396761107705421,0.06076923053550296,975.9000000000001,75.06923076923077,88.84559046774426,260.0,0.19,259.81
5705,0.7,140.0,153.0,0.1,36.0,40.0,41.0,1.1,5.4,100.0,28.0,538.0,259.0,7.3,661.0,0.011043872903110631,0.007172191363418593,0.0042471042307061614,0.1858736056024654,0.13899613845947437,1342.3,103.25384615384615,145.79443703318205,538.0,0.1,537.9
4690,8.59,26.69,52.8,0.29,5.57,10.09,22.93,0.48,2.56,36.5,12.47,83.8,123.1,11.92,248.08,0.04804901625262409,0.07679808705459415,0.0038992688554080517,0.43556085399092065,0.045247765676297604,385.87,29.682307692307692,35.57198447219301,123.1,0.29,122.80999999999999
6078,1.3,29.09,19.68,0.08,11.57,6.57,2.54,0.77,3.02,76.36,2.66,736.68,16.83,5.17,77.36999999999999,0.06682176467853478,0.01353380235439887,0.04575163126847111,0.10365423236187458,0.6874628230859879,907.15,69.78076923076922,193.53898301262754,736.68,0.08,736.5999999999999
2265,5.64,184.0,319.0,0.78,18.9,72.2,77.4,0.2,1.36,32.9,63.0,1052.0,554.0,7.98,1269.6000000000001,0.006285444229453808,0.15384884421492168,0.0003610108296732657,0.03127376422882722,0.034115523404123604,2381.38,183.18307692307692,294.78218971835446,1052.0,0.2,1051.8
1521,73.1,176.9,278.2,3.57,49.1,61.6,85.2,6.75,10.58,339.0,55.1,151.0,570.0,93.99999999999999,1227.0,0.07660961688947869,0.15663349400087276,0.01184210524238227,2.245033097715013,0.08614035072606956,1860.1000000000001,143.0846153846154,158.64169369588257,570.0,3.57,566.43
3183,1.93,20.6,16.3,0.15,15.8,4.91,3.6,5.79,9.6,132.0,2.27,806.0,25.2,17.47,72.88,0.2397091075780858,0.01217943375600713,0.22976189564436922,0.16377171195561824,0.6269841021038055,1044.15,80.31923076923077,212.1213472904869,806.0,0.15,805.85
1406,27.6,67.2,112.9,0.53,15.8,25.0,37.9,1.74,3.03,185.0,22.8,111.0,233.0,32.9,498.8,0.06595829978757357,0.07659951279325794,0.007467811126747592,1.6666666516516517,0.06781115850724825,843.5,64.88461538461539,71.77540628884655,233.0,0.53,232.47
5917,29.64,261.0,416.0,0.29,61.51,97.0,145.0,5.14,9.87,1174.0,84.0,2108.0,751.0,44.94,1754.0,0.0256214367014701,0.011769731559397312,0.006844207713922493,0.5569259959407372,0.0819041277205005,5142.45,395.5730769230769,597.1199570809694,2108.0,0.29,2107.71
1629,36.6,40.6,54.0,1.65,14.3,12.7,14.7,2.59,3.25,447.0,9.7,237.0,94.0,44.089999999999996,225.7,0.1953478059576969,0.24203280851228556,0.027553191196242645,1.8860759414089623,0.15212765795608876,968.09,74.46846153846154,123.82422410237913,447.0,1.65,445.35
5982,0.7,0.38,1.37,0.04,0.07,0.33,3.02,1.56,0.02,1.37,0.4,28.36,6.15,2.32,11.65,0.1991416138075868,1.0686633702905297,0.25365849534008206,0.04830747361398189,0.011382111970388298,43.769999999999996,3.3669230769230767,7.395216109200267,28.36,0.02,28.34
3906,16.9,35.0,64.0,0.45,8.0,13.0,28.9,0.95,1.4,354.0,14.0,323.0,140.0,19.699999999999996,294.9,0.0668023056398701,0.13446321254729743,0.006785714237244898,1.0959752288050302,0.05714285673469388,999.6,76.8923076923077,117.4266822747674,354.0,0.45,353.55
5521,8.02,129.0,219.0,2.2,24.4,48.6,149.0,0.9,2.53,102.0,50.5,666.0,517.0,13.649999999999999,1113.1,0.01226304913101873,0.28000610702293327,0.0017408123757431096,0.15315315292319345,0.04719535774236874,1919.15,147.62692307692308,201.97443324054717,666.0,0.9,665.1
1837,10.0,143.6,245.6,0.17,32.5,51.4,72.8,2.39,5.61,69.0,48.0,99.0,554.0,18.17,1115.4,0.016290120121669246,0.012590002289069969,0.004314079414595525,0.6969696899295991,0.05866425982190567,1334.07,102.62076923076923,145.959502679631,554.0,0.17,553.83
1232,12.6,51.0,105.6,0.28,10.7,19.8,45.3,0.54,1.26,76.0,23.2,94.0,266.0,14.68,510.9,0.0287336073033204,0.0762571998175919,0.0020300751803380636,0.8085106296966954,0.04022556375855051,706.28,54.32923076923077,70.16808856777017,266.0,0.28,265.72
6887,1267.0,284.0,183.0,9.0,214.0,56.0,29.0,1274.0,291.0,3615.0,30.0,1386.0,217.0,2841.0,799.0,3.55569461382266,0.03606526505196444,5.870967714880333,2.6082251063432715,0.9861751106627875,8855.0,681.1538461538462,979.8994333135845,3615.0,9.0,3606.0
2800,31.3,29.9,66.3,0.44,4.7,12.01,49.3,0.61,0.81,344.0,18.51,787.0,206.1,33.16,382.12,0.08677902206956185,0.22550759901179102,0.0029597282728785626,0.43710292193506617,0.02280446374185122,1550.98,119.30615384615385,215.61197403378497,787.0,0.44,786.56
6661,23.65,342.99,531.59,0.25,80.38,122.52,146.69,6.9,14.92,229.17,108.28,313.74,913.49,45.72,2165.5600000000004,0.021112321976249872,0.007219075701646091,0.007553448852693025,0.7304455895631873,0.08799220562021236,2834.5700000000006,218.0438461538462,251.62997719601822,913.49,0.25,913.24
2552,61.0,593.0,1032.0,0.8,114.0,218.0,259.0,20.5,25.7,1636.0,220.0,1827.0,2067.0,108.0,4389.0,0.024606971969786517,0.014779883117700354,0.009917755195975929,0.8954570328979435,0.05515239474835395,8074.0,621.0769230769231,726.9438293334067,2067.0,0.8,2066.2
4622,11.44,43.9,76.9,0.4,8.38,18.72,35.0,0.48,3.07,24.38,19.55,86.6,171.0,15.39,365.07,0.04215629867653793,0.07886218139057344,0.002807017527444342,0.28152424617177546,0.04900584766663248,499.82,38.44769230769231,46.51500422177213,171.0,0.4,170.6
2423,16.5,123.5,194.0,2.46,37.6,43.2,72.2,5.68,8.47,277.0,39.7,435.0,372.0,33.11,844.6000000000001,0.03920198906085485,0.1378476855671004,0.015268817163255868,0.6367816077315366,0.10107526854549659,1627.31,125.1776923076923,142.49819821553731,435.0,2.46,432.54
3950,1.08,14.0,30.0,0.33,3.56,5.7,16.9,0.72,0.88,31.0,6.7,156.0,69.0,3.0100000000000002,142.29999999999998,0.021152494580797654,0.1864436238093424,0.01043478245746692,0.19871794744411572,0.05159420215080867,335.87,25.836153846153845,41.92910014599949,156.0,0.33,155.67
2863,46.0,209.0,335.0,2.55,56.6,71.1,121.2,5.71,10.3,439.0,70.8,314.0,658.0,64.56,1465.1,0.04406525148859105,0.10561202068862932,0.008677811536963813,1.398089167522009,0.08601823695134007,2339.26,179.94307692307694,194.04111469101733,658.0,2.55,655.45
1762,7.1,102.8,177.9,0.28,23.5,38.3,59.8,1.73,3.78,137.0,35.8,98.0,358.0,12.889999999999999,772.5999999999999,0.016683924389484954,0.0297083271564773,0.004832402221138541,1.39795916940858,0.06564245791719985,1043.99,80.30692307692308,96.8179159663696,358.0,0.28,357.72
2089,0.73,152.0,328.0,0.5,16.7,59.7,176.0,0.95,1.98,9.8,80.0,2848.0,951.0,4.16,1746.7,0.0023816339369201155,0.08695191817607244,0.0009989484742387502,0.0034410112347468364,0.017560462652407505,4625.360000000001,355.7969230769231,761.6694603948781,2848.0,0.5,2847.5
3029,7.17,50.6,36.9,0.21,23.76,11.8,5.5,3.28,8.13,155.0,5.3,229.0,36.3,18.79,146.40000000000003,0.12834699365883198,0.015109524689445845,0.09035812423255857,0.676855892240804,0.6545454365139,572.95,44.073076923076925,66.41617995461131,229.0,0.21,228.79
2554,163.0,1508.0,2126.0,1.6,409.0,494.0,454.0,96.9,102.7,3488.0,382.0,2008.0,3477.0,364.2,8441.0,0.04314654661258778,0.007806800959864873,0.027868852451001194,1.7370517919636195,0.11763014089225478,14710.2,1131.5538461538463,1216.747210719178,3488.0,1.6,3486.4
4528,25.1,82.0,115.0,2.02,25.6,27.3,36.0,4.4,6.9,88.24,24.8,124.74,246.0,38.42,531.1,0.07234042539570622,0.15198713909056638,0.017886178789080574,0.7073913683871142,0.10406504022737789,808.0999999999999,62.161538461538456,66.55904051709439,246.0,2.02,243.98
3269,7.99,55.8,105.2,0.09,10.8,23.1,42.0,0.55,1.37,59.0,21.4,127.0,201.0,10.0,448.5,0.022296543985960884,0.02339754727476602,0.002736318394346675,0.464566925475851,0.05373134301626198,655.3,50.4076923076923,58.24203929146371,201.0,0.09,200.91
2241,2.07,140.0,138.0,0.82,24.1,39.1,27.5,0.5,2.15,21.6,24.5,1275.0,201.0,5.54,570.1,0.009717593387620429,0.11391635936030296,0.0024875621766787953,0.016941176457301036,0.11990049691591793,1896.3400000000001,145.87230769230771,331.8930571307535,1275.0,0.5,1274.5
3211,17.76,67.9,110.1,0.59,16.5,24.6,46.1,1.98,3.33,110.0,24.4,141.0,224.8,23.66,497.9,0.0475195821499908,0.07959539069645592,0.008807829142313928,0.7801418384387104,0.07339857618594939,789.06,60.69692307692307,65.21190363076306,224.8,0.59,224.21
3636,6.53,41.2,84.0,0.16,7.2,17.2,40.7,0.33,1.04,87.0,17.1,305.0,173.0,8.06,373.2,0.021596998870318868,0.05847053071618651,0.0019075144398409572,0.2852459007041118,0.04161849686925725,780.46,60.035384615384615,85.37774017365278,305.0,0.16,304.84
5015,4.56,11.51,27.1,0.24,2.57,4.88,22.1,1.56,0.41,51.77,7.15,706.66,94.04,6.77,166.78,0.04059239692653557,0.23380432767202325,0.016588685489273867,0.07326012499184881,0.02732879596630374,934.55,71.88846153846154,185.0507088858932,706.66,0.24,706.42
4064,8.9,100.0,168.0,0.82,25.9,35.9,59.1,1.73,3.54,133.0,32.7,234.0,293.0,14.990000000000002,688.7,0.02176564538730123,0.08563717590980194,0.005904436839916598,0.5683760659471109,0.08839590413516756,1096.5900000000001,84.35307692307694,92.2514899929381,293.0,0.82,292.18
6708,13.01,72.4,105.31,1.05,19.88,23.62,36.88,2.57,4.05,24.78,23.16,26.79,227.66,20.68,489.03000000000003,0.042287794118381704,0.11701824885653987,0.011288763896649548,0.9249719699525207,0.08732320088147588,581.1600000000001,44.704615384615394,59.84290891934478,227.66,1.05,226.60999999999999
4946,8.57,93.1,177.8,0.92,20.5,42.4,63.9,1.92,8.87,32.4,39.4,79.9,320.0,20.28,736.5999999999999,0.027531903302291747,0.06822587052012241,0.00599999998125,0.40550687852932565,0.06406249979980469,889.68,68.43692307692308,86.48587829454414,320.0,0.92,319.08
4954,9.46,122.5,240.7,1.3,28.71,49.2,84.1,2.47,12.02,42.8,52.2,98.1,422.0,25.250000000000004,970.7,0.02601215614915818,0.06998009401407758,0.005853080554850521,0.4362894960622885,0.06803317519423419,1165.56,89.65846153846154,114.77878072764776,422.0,1.3,420.7
4830,9.97,88.6,185.0,0.56,14.54,36.1,104.9,2.1,5.14,49.9,50.1,158.7,460.0,17.77,924.7,0.019217043344633887,0.06477751168665923,0.004565217381379962,0.3144297396696299,0.031608695583459356,1165.6100000000001,89.6623076923077,121.52826933895138,460.0,0.56,459.44
6664,24.05,283.83,406.75,0.28,68.45,96.32,108.29,7.15,12.8,151.23,84.59,201.66,728.87,44.28,1708.6499999999999,0.025915196192365205,0.00945945945406121,0.009809705420980827,0.7499256136570186,0.09391249455470456,2174.27,167.25153846153847,198.21945002159578,728.87,0.28,728.59
48,25.88,155.44,200.13,1.08,21.93,39.83,84.84,1.25,2.97,172.0,48.02,249.0,431.33,31.18,959.59,0.03249304387030602,0.13382159801634558,0.0028980131154846336,0.6907630494346866,0.05084274209806241,1433.7,110.28461538461539,122.7823434823017,431.33,1.08,430.25
1042,35.6,241.0,430.0,1.31,48.3,91.7,214.0,4.19,8.45,1320.0,99.3,8145.0,990.0,49.55,2066.0,0.023983543066803704,0.06484393701556075,0.004232323228048159,0.16206261508139194,0.0487878787385981,11628.85,894.5269230769231,2129.8599248863025,8145.0,1.31,8143.69
3986,26.7,296.0,515.0,2.96,79.6,108.0,155.4,6.68,13.1,740.0,92.1,643.0,799.0,49.44,1965.5,0.025153904846016834,0.09166415286301643,0.008360450552740362,1.1508553636845174,0.09962453053864263,3477.54,267.50307692307695,287.3764569176336,799.0,2.96,796.04
6055,1.49,19.85,15.18,0.48,15.15,4.75,4.59,1.18,3.19,50.93,2.69,364.77,23.69,6.34,70.75,0.08961130615390381,0.06904616709425565,0.04981004433051733,0.13962222732236143,0.6395103149214725,507.94,39.07230769230769,94.98368646601665,364.77,0.48,364.28999999999996
6731,58.08,270.18,411.95,2.68,69.36,93.43,134.8,8.63,13.12,1064.7,94.56,412.02,858.88,82.51,1863.8,0.04426977141095087,0.08884097866106581,0.010047969436885282,2.5840978530554395,0.08075633373607916,3492.3900000000003,268.6453846153846,326.9658525011062,1064.7,2.68,1062.02
3458,7.99,30.8,66.8,0.18,7.1,12.4,28.1,0.63,1.08,65.0,14.3,237.0,148.7,9.88,301.1,0.032813018821610695,0.0650027042640464,0.004236718196121599,0.2742616022183055,0.04774714157533866,620.0799999999999,47.69846153846153,67.71172706591172,237.0,0.18,236.82
5988,2.53,15.14,42.47,0.66,2.3,8.21,45.3,0.24,0.43,7.51,11.75,48.81,145.59,3.86,268.46,0.01437830583931198,0.6636598891668305,0.0016484648557698683,0.15386191039004485,0.015797788201127906,330.94000000000005,25.456923076923083,38.74313465428729,145.59,0.24,145.35
3970,41.4,109.0,127.0,3.21,49.4,32.8,36.6,11.5,14.2,890.0,22.5,495.0,187.0,70.30999999999999,514.9000000000001,0.1365507862952985,0.12119853923071644,0.06149732587434585,1.7979797943475155,0.2641711215819726,2019.61,155.35461538461539,247.10141632117165,890.0,3.21,886.79
2915,6.87,70.2,135.9,0.23,12.03,27.93,62.7,0.51,1.48,54.0,29.6,124.0,281.0,9.09,607.33,0.014967151276954617,0.05450849014202995,0.001814946612758197,0.4354838674557753,0.04281138774800218,806.45,62.034615384615385,76.6630943820864,281.0,0.23,280.77
4966,22.42,63.5,128.4,0.73,11.9,25.3,71.9,0.48,3.74,86.9,33.6,222.2,319.0,27.37,641.7,0.04265232968263623,0.10942424869699353,0.001504702189640432,0.39108910715081413,0.03730407511816904,990.0699999999999,76.15923076923076,92.56971081810046,319.0,0.48,318.52
3495,2.41,45.1,81.6,0.55,8.4,15.5,34.8,0.36,1.41,6.0,16.8,10.0,176.0,4.7299999999999995,369.8,0.012790697639830454,0.15981350328044988,0.0020454545338326447,0.599999940000006,0.047727272456095045,398.93000000000006,30.686923076923083,47.53537474419451,176.0,0.36,175.64
1244,16.4,58.2,122.4,0.53,14.9,23.0,52.8,0.99,3.13,151.0,25.4,114.0,303.0,21.049999999999997,584.8,0.03599521197675237,0.07760872737774123,0.003267326721890011,1.3245613918898125,0.04917491732945572,885.75,68.13461538461539,83.24606358125979,303.0,0.53,302.47
1177,27.9,69.2,134.0,0.38,14.4,26.5,58.4,0.85,2.6,170.0,30.3,164.0,342.0,31.73,660.4,0.04804663832821527,0.06210344196438539,0.002485380109691871,1.0365853595330161,0.04210526303477993,1040.53,80.04076923076923,95.3713855217138,342.0,0.38,341.62
3861,31.9,113.0,244.0,0.42,21.6,46.8,105.9,0.81,3.23,382.0,53.6,658.0,509.0,36.36,1072.3,0.033908421119175206,0.05028299649704656,0.00159135559608771,0.5805471115797156,0.042436149229005606,2170.26,166.94307692307694,208.61034034348552,658.0,0.42,657.58
