,Ce,Dy,Er,Eu,Gd,Ho,Lu,Nd,Sm,Th,Tm,U,Yb
932,38.33,74.37,142.32,0.58,16.97,30.15,69.63,1.41,3.02,532.55,32.49,835.27,318.37
3252,4.13,89.8,162.0,0.32,20.1,35.7,63.1,0.88,2.53,80.0,33.6,209.0,293.0
4754,21.41,128.2,220.7,0.4,24.91,48.3,61.8,1.72,4.62,25.96,46.3,137.83,432.0
2034,0.1,10.8,60.6,0.06,0.4,6.7,79.9,0.04,0.03,1.0,21.8,171.0,372.0
3066,6.1,74.4,141.3,0.38,10.1,28.8,64.4,0.66,1.03,60.0,35.0,205.0,323.0
5609,30.4,94.0,186.0,0.14,18.1,37.0,79.0,1.3,2.8,585.0,41.0,1284.0,454.0
2513,1.46,188.0,263.0,0.65,20.8,61.4,59.0,0.47,2.0,13.2,47.8,639.0,424.0
2314,34.0,80.0,155.0,1.14,9.9,33.6,54.5,2.2,6.4,77.8,35.3,192.1,294.0
6825,55.07,112.83,190.41,2.22,33.84,41.63,77.55,4.01,7.93,144.76,42.81,164.36,381.65
5480,24.2,53.21,93.69,1.33,15.29,20.13,43.79,2.87,3.48,90.3,34.525000000000006,75.13,194.06
5722,59.3,38.0,47.8,3.32,22.0,11.2,27.5,19.8,13.5,138.0,12.0,361.0,136.0
329,14.9,89.16,188.58,1.45,15.55,38.34,152.98,1.05,2.77,27.16,53.58,88.56,675.05
3479,12.03,30.9,72.6,0.37,5.75,13.48,53.7,0.25,0.89,127.0,18.5,322.0,209.3
2051,13.1,124.2,226.7,0.47,26.4,46.9,82.7,1.69,4.14,116.0,49.1,200.0,538.0
5446,34.0,89.2,124.0,2.63,30.3,29.5,42.9,5.33,8.08,81.4,34.525000000000006,60.5,257.0
4445,8.52,119.9,212.31,0.89,29.07,47.61,89.58,2.09,4.41,171.8,45.4,293.28,428.62
6953,86.23,149.63,256.8,2.3,37.19,58.4,99.84,4.51,7.87,148.87,54.06,120.46,513.34
5753,10.2,282.0,456.0,0.2,51.7,115.0,181.0,5.66,8.85,340.0,117.0,1510.0,864.0
188,6.26,53.8,75.6,1.33,23.1,18.0,25.2,5.52,7.14,53.0,15.3,356.0,137.0
7109,14.0,222.0,270.0,0.69,68.0,71.0,77.0,4.68,15.0,402.0,51.0,819.0,414.0
2474,1.07,31.5,10.7,0.37,5.95,4.84,1.21,0.02,0.37,6.42,1.23,676.0,10.1
2266,11.51,151.61,206.43,1.05,39.55,53.04,57.16,3.37,9.4,169.42,45.23,247.92,411.15
810,56.27,132.0,269.0,1.63,29.4,54.7,146.2,3.34,5.39,1003.0,63.2,1156.0,640.0
1648,46.5,62.5,113.1,0.57,14.6,22.8,45.1,1.03,2.94,190.0,24.9,105.0,279.0
787,40.35,100.0,205.0,0.95,21.4,41.5,104.7,1.68,3.3,547.0,46.5,747.0,468.0
3520,5.52,58.7,102.0,0.34,11.1,22.3,43.0,0.73,1.55,32.0,22.9,50.0,208.0
5399,565.5,1171.9,814.8,146.98,521.2,260.3,280.2,637.71,384.13,292.0,162.7,3719.0,1612.0
727,23.62,43.3,93.5,0.46,9.01,18.2,55.9,2.01,1.76,235.0,22.7,327.0,238.0
4738,13.29,66.1,106.5,0.26,14.2,24.1,33.4,1.22,2.41,23.3,23.04,66.53,224.2
1450,13.5,52.4,101.4,0.17,8.1,19.7,41.5,0.85,1.91,304.0,21.7,407.0,235.0
6410,5.23,56.12,100.26,0.14,11.63,21.32,38.86,0.85,1.25,168.47,21.56,766.86,205.86
1077,1056.6,149.83,153.19,1111.38,116.21,83.52,109.44,153.34,201.79,819.86,78.49,399.77,310.79
1091,7.31,43.26,101.96,0.5,6.92,13.71,44.31,0.67,1.19,76.75,17.77,146.77,328.11
5489,49.37,102.6,173.25,3.14,27.95,37.56,74.95,10.19,6.9,166.41,34.525000000000006,295.44,426.45
2679,14.6,63.1,98.8,1.01,19.0,21.3,33.6,1.73,3.79,178.0,19.0,361.0,168.0
2133,6.3,82.5,135.4,0.14,19.4,29.4,44.5,1.19,3.63,191.0,26.7,340.0,271.0
6749,19.78,79.94,116.96,0.75,30.4,26.19,42.1,4.89,6.45,213.05,23.99,479.78,213.46
7064,25.62,265.86,371.42,4.36,85.8,87.68,113.83,13.61,18.19,182.06,74.47,84.49,651.08
2109,16.8,84.7,144.1,0.69,20.5,30.8,51.3,2.39,3.87,211.0,29.0,194.0,294.0
4013,26.9,101.8,179.0,0.94,23.9,34.7,83.0,1.85,3.8,467.0,42.4,775.0,420.0
95,123.0,172.0,264.0,5.28,52.6,60.2,118.0,38.6,17.9,433.0,55.6,246.0,564.0
6971,49.37,91.95,148.15,3.56,28.37,34.2,54.77,4.4,6.05,186.48,28.92,69.85,266.16
4785,38.3,210.3,368.0,0.6,40.6,79.4,96.1,2.77,7.13,151.0,77.9,561.47,697.0
6671,10.0,112.0,175.0,2.95,32.8,41.6,59.8,3.08,7.05,34.1,34.4,45.5,307.0
3796,36.2,77.9,175.2,1.07,20.1,31.9,95.4,1.24,2.15,178.0,40.9,293.0,473.0
3121,40.2,497.0,739.0,2.54,98.9,180.0,239.0,6.3,10.3,570.0,162.5,673.0,1334.0
6580,25.7,37.3,62.7,0.49,10.3,13.9,25.8,1.27,2.2,83.4,13.6,70.2,131.0
7071,13.0,142.0,189.0,0.42,40.0,48.0,56.0,2.47,7.53,311.0,36.0,518.0,302.0
1309,28.3,315.72,672.9,3.26,73.5,107.35,264.38,5.43,11.61,588.69,119.43,409.21,1969.26
2433,0.77,23.4,9.44,0.3,4.55,3.9,1.27,0.03,0.29,10.0,1.52,1215.0,11.5
338,9.57,59.29,122.69,1.23,12.49,24.75,106.71,3.44,3.43,14.11,34.36,60.6,431.26
774,23.71,111.0,226.0,1.4,24.0,46.5,119.7,1.62,3.88,302.0,52.1,408.0,528.0
5080,7.4,25.4,54.6,0.26,4.79,10.29,32.7,0.4,1.96,28.37,15.15,88.5,169.3
4739,11.09,66.5,104.7,0.35,15.84,23.49,32.7,1.78,3.86,23.33,22.59,68.17,219.3
3991,15.4,68.4,128.5,0.36,12.7,26.8,65.4,0.51,1.86,157.0,30.1,497.0,343.0
3233,21.0,94.0,202.0,0.26,18.1,37.6,100.0,5.6,2.5,322.0,50.2,1100.0,601.0
7001,21.17,132.86,208.02,0.07,27.39,45.91,65.89,1.63,4.87,85.33,44.63,193.9,406.39
6856,29.9,54.76,95.03,1.05,16.62,21.31,44.08,1.39,2.48,108.93,22.99,119.48,204.37
1672,2.6,137.9,227.1,0.29,31.1,49.7,72.3,2.1,5.05,79.0,46.1,148.0,467.0
2261,4.0,131.0,236.0,0.83,52.0,47.1,67.0,8.6,10.7,114.3,43.2,331.0,391.0
2113,8.8,34.0,66.5,0.06,9.5,13.3,25.2,0.63,0.97,155.0,14.0,211.0,144.0
4821,11.29,60.0,140.6,0.39,9.69,25.6,76.2,0.64,1.58,72.15,36.6,217.91,421.0
1258,7.04,104.57,178.37,0.67,24.81,28.82,48.98,2.2,4.77,190.69,25.86,144.27,412.2
2673,15.1,80.5,140.4,2.78,23.0,30.1,52.3,4.86,5.76,351.0,28.4,280.0,243.0
6530,29.2,101.0,164.0,0.65,25.8,36.8,61.4,2.38,4.15,543.0,35.7,1123.0,333.0
1418,14.1,12.7,24.3,0.22,2.8,5.0,14.8,0.46,0.69,99.0,5.8,131.0,70.0
2499,2.61,248.0,440.0,0.89,34.9,89.0,160.0,0.89,4.0,47.0,94.9,811.0,1063.0
6353,1.32,16.3,5.46,0.27,15.83,2.23,0.52,0.47,2.79,43.65,0.74,380.12,3.63
6513,3.9,65.4,115.0,0.47,14.8,23.8,58.1,2.36,2.66,67.0,27.9,1175.0,291.0
758,40.29,114.0,240.0,1.01,21.7,47.8,127.5,1.72,3.43,451.0,55.8,732.0,565.0
2724,3.53,103.0,162.0,0.11,26.2,36.4,72.4,5.4,8.5,631.0,38.1,4330.0,383.0
2255,6.9,96.0,115.0,0.59,11.4,26.4,50.8,1.56,3.63,150.2,28.3,319.0,236.0
2437,3.17,50.0,41.0,0.79,15.6,12.2,6.58,0.21,1.39,43.4,6.63,3552.0,51.2
834,43.03,126.0,257.0,1.44,25.4,52.4,129.6,4.74,4.49,433.0,58.6,513.0,580.0
1069,772.84,300.89,285.55,2901.58,324.96,139.4,137.15,712.25,572.31,602.63,114.22,608.02,496.5
2348,20.5,144.0,216.0,2.0,50.0,47.8,73.8,29.0,16.0,95.3,42.0,160.9,378.0
7075,6.92,88.0,125.0,0.23,22.0,31.0,40.0,1.3,4.12,166.0,25.0,442.0,213.0
5253,7.79,28.1,56.4,0.38,5.92,11.41,33.1,0.42,2.39,20.22,15.03,59.5,160.1
1284,19.22,118.11,270.82,0.99,22.97,42.44,122.08,1.6,3.83,334.67,50.44,246.08,861.03
4038,8.98,27.4,51.1,0.25,4.86,10.73,28.4,0.5,0.83,76.0,11.86,209.0,128.0
3005,3.52,39.9,94.0,0.38,7.2,17.3,68.1,0.64,1.38,47.0,23.1,181.0,271.0
2609,1.78,102.0,113.0,0.42,13.3,31.2,24.3,0.31,1.57,10.4,20.7,462.0,173.0
1629,4.6,122.5,228.7,0.08,22.9,46.8,80.2,0.96,2.96,157.0,46.3,406.0,512.0
1624,15.3,81.7,161.3,0.31,15.6,31.1,71.0,1.18,3.0,216.0,33.7,349.0,405.0
2570,1.49,113.0,115.0,0.51,17.5,31.8,24.3,0.3,1.82,17.0,20.8,1305.0,170.0
2756,115.0,174.0,298.0,6.8,60.0,64.6,121.0,14.9,18.8,800.0,64.0,1170.0,578.0
3887,7.49,105.0,259.0,0.86,23.2,47.0,130.0,1.64,4.5,172.0,63.1,302.0,629.0
4260,3.27,98.0,163.0,0.37,28.9,36.5,54.5,3.15,5.49,149.0,30.6,329.0,256.0
4957,16.89,103.8,83.0,6.15,68.5,25.55,35.5,0.6,46.1,248.5,19.83,111.0,181.2
4512,88.47,195.03,264.63,7.91,78.13,64.95,98.93,18.22,26.16,852.85,53.36,426.44,481.61
4588,17.13,52.02,34.92,1.86,38.9,12.41,6.23,4.12,11.57,488.14,5.14,378.87,35.39
5457,62.2,70.9,118.0,3.87,20.6,25.9,45.1,22.5,7.77,155.0,34.525000000000006,230.0,271.0
5692,1436.0,1549.0,1869.0,111.0,594.0,474.0,502.0,448.0,257.0,1108.0,433.0,2524.0,3882.0
6594,43.0,48.5,71.9,1.16,15.9,16.5,28.9,2.98,3.76,166.0,15.7,186.0,148.0
6339,7.62,46.16,91.68,1.48,10.88,20.25,56.93,0.29,1.71,103.6,22.78,2343.93,210.62
805,19.87,48.1,101.0,0.51,10.2,20.0,57.4,0.75,1.61,221.0,23.6,398.0,246.0
4555,6.21,34.57,66.35,0.23,6.65,14.0,28.56,0.53,1.06,36.06,14.44,55.33,136.44
5829,14.1,90.6,160.0,0.71,19.6,36.7,63.0,9.74,4.99,92.77,34.4,238.1,272.0
2659,10.13,33.3,52.8,1.75,11.2,11.36,22.8,2.92,4.06,113.0,11.2,112.0,104.0
5827,6.22,146.0,238.0,0.23,32.7,56.3,81.5,3.27,6.02,146.64,48.8,257.38,362.0
6588,28.6,21.9,39.7,0.41,6.66,8.35,18.8,1.33,1.77,227.0,8.97,39.2,90.5
3106,26.6,74.4,138.0,0.56,15.6,29.6,63.3,0.64,1.09,179.0,34.8,529.0,325.0
5181,7.7,63.8,142.0,0.5,9.78,28.0,92.4,0.46,3.12,47.6,39.4,171.0,389.0
2768,4.13,73.8,118.0,0.53,22.1,25.8,44.1,1.37,3.5,119.0,23.5,476.0,204.0
6803,32.14,152.5,248.7,2.36,42.75,54.38,88.91,5.82,9.18,142.8,54.22,92.87,505.24
3329,9.32,187.0,329.0,1.05,41.0,72.0,121.0,2.18,5.8,299.0,63.0,620.0,630.0
6665,8.76,26.9,36.4,0.42,9.24,8.69,12.5,2.56,2.71,64.2,7.29,55.7,68.0
1008,76.1,125.0,210.0,0.67,27.3,47.4,71.7,2.21,4.31,257.0,43.3,224.0,394.0
1487,7.2,69.4,128.9,1.53,16.7,26.7,61.3,1.63,2.83,59.0,28.3,123.0,332.0
5888,77.4,115.0,176.0,6.71,44.4,41.0,84.9,8.75,10.5,320.0,40.0,396.0,421.0
5971,11.0,103.0,194.0,2.1,30.0,41.0,66.0,5.7,9.7,212.0,33.0,126.0,359.0
6698,22.0,35.7,66.4,0.57,8.85,14.1,29.2,0.78,1.44,80.1,14.5,81.3,144.0
4215,1.45,42.0,43.0,0.13,18.0,11.3,19.6,0.83,2.86,65.0,9.4,403.0,92.0
1049,1128.23,320.23,430.39,1624.89,214.77,184.73,285.12,635.42,345.22,1231.77,200.01,1098.59,881.12
3431,13.4,21.8,45.0,0.29,4.5,9.6,24.9,0.39,0.76,34.0,10.3,45.0,106.1
3963,5.95,60.8,107.0,0.69,11.0,23.3,68.5,0.59,1.81,98.0,25.5,302.0,300.0
4093,3.35,75.6,128.1,0.1,18.6,29.1,45.8,1.1,2.68,72.0,26.0,167.0,231.0
6211,9.22,143.0,267.0,0.08,29.31,58.0,108.0,1.71,3.79,532.0,57.0,1694.0,525.0
279,62.2,190.0,300.0,1.49,49.9,70.9,100.0,40.2,16.5,421.0,70.0,660.0,655.0
5833,15.0,293.0,470.0,0.36,60.7,114.0,162.0,11.9,18.3,351.82,94.2,586.28,856.0
5698,72.7,89.8,167.0,9.76,33.1,30.4,183.0,39.6,23.4,592.0,57.3,2319.0,766.0
7051,43.57,89.79,129.23,0.9,31.99,29.82,47.29,5.18,7.64,34.09,27.98,17.2,253.08
2353,40.0,227.0,332.0,6.1,105.0,66.4,101.4,49.0,26.2,136.9,61.2,218.7,522.0
3926,20.8,74.3,83.4,2.93,41.9,17.6,36.6,10.7,33.9,254.0,20.2,38.0,207.0
3916,12.26,102.4,212.0,0.44,16.4,40.8,97.0,0.94,2.89,403.0,47.7,955.0,459.0
4248,15.06,66.0,105.0,0.33,20.5,23.5,34.1,1.56,3.68,209.0,20.2,297.0,172.0
2783,3.34,63.8,104.7,0.24,15.8,22.9,38.4,0.59,1.94,75.0,21.3,679.0,193.0
5615,35.2,104.0,170.0,0.27,24.1,37.0,60.0,2.2,5.1,404.0,35.0,650.0,362.0
2728,8.8,147.0,313.0,0.56,28.3,58.5,146.0,12.9,10.8,3070.0,76.1,7600.0,762.0
764,15.49,28.8,66.5,0.33,5.98,12.8,42.7,0.45,0.85,155.0,16.5,302.0,178.0
74,24.58,62.99,161.53,0.42,11.89,29.9,80.31,0.38,1.0,154.0,40.31,326.0,373.09
6088,3.4,138.0,234.0,0.1,28.0,52.0,76.0,1.9,4.5,121.0,48.0,155.0,481.0
5706,45.0,393.0,602.0,0.4,77.0,142.0,190.0,23.0,17.0,1490.0,135.0,2803.0,1212.0
1891,6.2,79.6,146.2,0.4,15.6,30.0,57.1,1.15,2.23,83.0,30.3,97.0,335.0
4759,19.74,152.9,265.1,0.66,30.9,57.9,81.3,2.04,4.83,62.9,57.9,170.32,547.0
4479,6.52,160.43,287.91,1.27,31.97,61.89,140.14,2.1,4.07,275.58,63.8,2198.6,646.27
6615,49.0,43.9,77.2,0.45,11.1,16.8,32.7,1.34,2.74,188.0,16.8,204.0,170.0
3464,43.7,50.2,68.5,0.76,16.4,17.31,26.6,1.37,3.58,187.0,13.97,222.0,144.0
4620,40.5,136.6,190.9,3.2,40.2,45.6,55.6,4.88,9.46,25.68,38.8,46.69,366.0
4262,16.34,168.0,288.0,4.61,46.6,60.0,117.2,8.4,11.3,140.0,61.8,238.0,563.0
132,2.01,39.1,65.2,1.51,11.0,14.8,33.1,2.01,2.73,10.0,14.3,15.3,149.0
5861,2.75,97.4,188.0,1.85,17.0,39.1,141.0,0.62,1.98,36.2,48.4,326.0,568.0
5906,21.0,236.0,421.0,0.7,45.0,63.0,161.0,14.0,11.0,718.0,105.0,1111.0,854.0
1255,5.02,221.96,426.12,0.22,39.56,66.38,122.64,1.31,5.08,95.12,64.68,212.1,1043.18
1003,52.6,36.1,97.6,0.36,7.44,17.2,63.8,0.88,1.28,150.0,25.5,153.0,288.0
1155,5.86,104.51,194.26,0.32,22.09,41.29,83.92,1.22,3.46,75.95,42.88,118.95,413.1
7014,31.63,138.66,215.92,1.14,37.27,49.65,72.12,10.95,9.7,94.02,47.04,93.13,419.8
6898,48.03,151.77,248.88,3.43,41.05,56.45,91.41,5.93,9.62,139.16,51.14,91.96,482.82
4775,49.4,120.1,218.9,1.17,26.0,45.8,87.7,2.4,4.95,128.11,52.3,361.47,547.0
973,26.7,100.0,195.0,1.92,21.3,40.3,89.4,0.9,2.99,299.0,43.5,807.0,447.0
3478,35.3,110.0,197.0,0.69,24.3,44.5,86.9,1.34,3.84,258.0,46.2,312.0,418.0
6210,17.22,369.0,623.0,0.15,88.02,146.0,216.0,5.21,14.06,1351.0,128.0,2941.0,1112.0
2772,9.7,153.0,229.0,1.16,45.6,51.4,79.0,2.51,8.0,339.0,46.4,776.0,405.0
5083,9.98,37.5,68.7,0.51,8.8,14.28,34.3,0.83,4.34,40.0,17.9,90.5,174.3
4734,15.27,78.4,113.7,0.21,23.2,26.44,38.2,4.29,6.22,21.05,24.5,44.29,239.4
779,26.63,76.2,168.0,0.69,14.7,33.1,94.7,0.8,2.13,264.0,39.8,400.0,410.0
4099,8.74,53.5,127.0,0.34,10.3,22.7,77.8,0.41,1.65,237.0,31.6,513.0,325.0
2410,1.5,89.6,105.0,0.49,15.3,27.6,21.3,0.61,1.79,12.5,17.2,1413.0,149.0
2887,143.0,1119.0,1738.0,2.4,262.0,385.0,379.0,73.1,69.9,3830.0,352.0,3069.0,3180.0
4619,11.39,79.4,111.5,0.93,21.7,26.57,32.2,3.8,5.91,21.86,22.18,34.47,209.5
4906,12.07,155.1,238.9,1.62,44.36,55.45,91.55,7.9,9.9,344.43,49.12,301.09,454.16
961,14.4,90.7,204.0,1.23,15.6,40.2,106.0,0.57,2.15,87.6,48.1,429.0,509.0
3750,15.3,120.7,181.4,1.35,33.2,40.0,64.0,2.41,4.76,86.0,36.4,122.0,335.0
3401,4.85,26.0,61.2,0.62,5.7,11.0,45.0,0.47,1.08,25.0,14.9,95.0,173.0
5649,8.2,92.33,207.4,0.47,13.37,40.55,106.6,0.38,1.62,68.63,54.97,608.9,586.7
4562,13.6,8.65,6.9,1.11,6.37,2.15,1.53,1.72,2.29,105.03,1.06,32.99,8.51
5422,2.6,216.4,349.6,8.99,31.6,76.6,184.8,3.3,7.73,86.0,88.2,4392.0,1000.0
5932,568.0,62.0,74.0,3.1,59.0,18.0,26.0,336.0,60.0,646.0,14.0,640.0,148.0
6798,173.0,1220.0,831.0,13.0,581.0,268.0,121.0,151.0,198.0,2629.0,140.0,1128.0,917.0
4531,4.42,30.55,54.58,0.29,6.05,12.15,22.96,0.38,3.63,21.84,11.67,36.5,107.83
3521,5.89,66.8,124.0,0.3,18.6,25.7,44.4,1.26,3.64,26.0,23.5,56.0,202.0
7107,7.47,90.0,118.0,0.21,25.0,30.0,37.0,1.45,4.75,238.0,23.0,729.0,197.0
6130,409.5,1411.0,2283.0,0.11,269.3,499.0,917.0,212.8,102.6,5353.0,525.0,15992.0,4980.0
6875,39.61,63.6,93.92,2.22,20.32,21.65,33.75,3.31,4.47,66.92,20.94,42.25,212.53
4894,34.3,78.1,166.6,0.62,16.5,32.2,84.7,1.06,2.78,384.62,41.7,396.6,473.0
1377,20.9,105.0,185.0,1.73,31.3,37.8,84.6,5.72,8.02,103.0,39.9,340.0,537.0
2191,20.0,48.6,108.7,0.44,7.4,19.7,52.3,0.45,1.27,92.0,25.4,129.0,338.0
3864,5.72,67.0,132.0,0.41,16.3,28.2,46.8,0.73,1.99,77.0,28.7,158.0,231.0
2631,0.97,199.0,343.0,0.59,18.8,74.4,127.0,0.28,1.52,9.71,77.1,831.0,786.0
5460,91.2,187.0,272.0,8.02,61.1,64.7,88.9,31.4,19.0,263.0,34.525000000000006,227.0,556.0
1653,20.0,124.4,172.8,1.0,43.4,40.5,45.0,9.9,11.42,191.0,32.4,112.0,313.0
4186,6.26,124.0,192.0,1.31,34.9,40.8,64.2,6.09,8.18,486.0,39.3,571.0,334.0
5188,12.6,139.0,264.0,1.9,30.2,54.0,152.0,4.3,12.7,100.0,69.7,231.0,612.0
4085,11.97,278.0,525.0,0.28,47.7,112.0,189.0,2.16,5.06,653.0,105.0,2030.0,958.0
2152,9.2,75.2,123.7,0.6,17.5,26.5,43.0,1.62,3.41,42.0,25.4,77.0,301.0
6742,128.89,128.38,223.9,2.47,39.14,45.75,94.14,5.26,8.03,65.78,51.62,130.89,504.87
6186,31.69,679.0,1135.0,0.15,146.3,259.0,383.0,6.85,21.91,3325.0,232.0,7080.0,1980.0
2081,16.9,51.2,83.0,0.56,12.8,18.6,30.1,1.37,2.49,102.0,16.6,72.0,175.0
1848,90.8,202.5,333.6,3.81,56.3,70.8,114.6,7.22,12.49,260.0,68.1,151.0,739.0
3922,37.0,101.4,224.5,0.21,18.4,45.7,125.9,11.6,5.7,404.0,54.9,1328.0,564.0
5947,43.0,192.0,351.0,2.1,43.0,72.0,128.0,4.4,7.5,450.0,70.0,767.0,757.0
2352,24.5,154.68,230.27,3.11,43.82,56.86,74.73,5.19,8.37,107.22,53.15,140.49,557.52
1911,7.0,62.5,113.4,0.3,13.6,23.3,41.2,0.7,1.79,94.0,22.9,141.0,248.0
5279,5.41,42.9,103.1,0.47,8.35,18.49,53.5,0.65,3.06,26.98,26.0,87.2,250.3
5237,7.76,62.3,134.1,0.67,10.13,27.2,77.4,0.73,3.7,23.23,35.1,58.1,349.0
2339,20.0,123.0,151.0,7.2,32.0,39.1,50.6,1.56,9.5,42.2,29.2,65.0,312.0
5395,258.6,1477.4,1217.3,214.73,442.0,366.0,483.0,253.57,223.67,214.0,265.9,6327.0,2704.0
5640,24.6,138.0,229.0,0.5,32.2,50.0,77.0,2.3,5.9,405.0,45.0,822.0,481.0
1776,11.5,53.4,97.8,0.31,12.0,20.1,35.7,1.08,2.08,142.0,20.1,234.0,211.0
2316,58.8,185.0,316.0,4.4,42.0,62.0,108.0,31.0,13.6,158.0,53.5,285.0,498.0
5520,26.6,354.0,623.0,0.03,64.9,127.0,208.0,9.0,13.2,1212.0,126.0,5918.0,1319.0
4863,37.8,156.0,219.5,1.73,44.3,50.5,66.8,7.9,12.19,65.77,46.8,163.88,440.0
1604,8.0,68.9,130.5,0.24,14.7,26.4,45.6,0.95,1.83,148.0,27.2,215.0,295.0
5848,15.9,145.0,176.0,6.46,44.8,46.0,89.2,2.54,8.26,650.0,39.6,1617.0,416.0
5789,16.9,121.0,206.0,0.77,27.8,47.3,77.6,9.41,6.7,281.81,43.5,497.48,346.0
5208,9.64,88.2,168.4,0.46,16.57,35.2,73.5,1.02,6.46,69.2,40.9,244.0,352.0
1303,21.45,265.54,546.29,2.84,62.89,89.27,218.41,4.63,11.06,385.47,97.47,296.38,1603.42
3287,8.03,140.0,205.0,0.63,31.2,48.8,79.4,0.99,4.36,94.0,44.2,146.0,419.0
6046,65.0,203.0,293.0,3.7,67.0,66.0,94.0,10.0,15.0,429.0,55.0,211.0,570.0
5452,148.0,102.0,152.0,8.88,38.7,35.2,53.3,81.1,22.0,146.0,34.525000000000006,189.0,335.0
6991,27.81,183.27,282.6,0.13,40.48,64.0,84.28,2.58,7.28,128.35,59.81,193.08,528.94
3914,22.9,107.3,209.0,0.26,15.8,41.0,115.5,4.8,4.18,262.0,52.5,804.0,539.0
1971,7.0,54.0,112.5,0.04,9.5,21.8,44.3,0.41,1.08,132.0,24.6,386.0,267.0
2294,4.89,206.21,294.95,1.97,56.34,69.59,91.18,5.67,12.3,71.46,66.19,66.52,628.51
3797,17.49,36.7,78.4,0.55,9.2,15.39,46.3,0.54,1.42,156.0,18.3,321.0,215.0
4184,1.76,107.0,144.0,0.13,29.6,33.5,41.2,1.37,4.46,78.0,26.9,280.0,219.0
6654,13.1,41.3,88.1,1.23,11.2,17.1,55.8,1.7,1.76,76.7,22.1,128.0,250.0
2154,13.2,31.3,42.2,0.38,10.9,9.3,12.2,1.36,2.54,77.0,8.1,80.0,85.0
2457,1.51,86.7,134.0,0.32,11.6,30.6,39.1,0.24,1.14,15.3,28.1,651.0,267.0
4560,12.86,5.24,3.4,0.7,4.02,1.12,0.74,1.75,1.88,69.78,0.52,23.47,3.62
6007,14.0,54.0,117.0,0.8,13.0,22.0,71.0,1.1,1.7,228.0,28.0,385.0,333.0
886,37.15,72.37,145.83,0.63,15.58,29.99,75.8,1.24,2.64,399.45,33.85,683.07,342.81
3844,4.84,51.4,97.1,0.3,7.74,19.6,44.2,0.42,1.26,33.0,20.6,86.0,198.0
5042,5.82,42.7,82.1,0.7,9.34,16.3,36.7,0.55,3.45,64.7,19.3,314.0,189.4
4042,8.54,69.8,124.8,0.31,15.7,28.16,51.0,0.84,2.03,109.0,26.8,254.0,243.0
1433,16.6,40.9,87.2,0.12,7.6,16.1,41.2,0.65,0.99,220.0,20.3,255.0,232.0
1843,12.4,93.5,157.5,0.47,21.4,33.4,54.6,1.7,3.67,142.0,33.5,135.0,363.0
3089,9.5,263.0,372.0,0.39,65.7,87.1,118.1,2.82,4.04,258.0,86.3,372.0,672.0
6067,42.0,81.0,135.0,0.6,21.0,29.0,48.0,2.0,4.4,329.0,27.0,351.0,287.0
5197,5.42,80.4,140.1,0.66,18.17,30.4,54.1,1.65,8.08,29.6,31.8,79.2,263.0
5691,307.0,89.7,175.0,8.97,34.9,33.2,135.0,108.0,35.6,990.0,54.2,1619.0,655.0
7217,1366.0,285.0,209.0,10.0,188.0,61.0,36.0,1338.0,293.0,3116.0,35.0,962.0,262.0
2611,1.7,142.0,167.0,0.59,18.7,44.6,34.4,0.18,1.53,10.7,29.1,492.0,237.0
3828,4.8,75.0,114.0,0.73,18.2,26.6,39.0,1.6,3.32,23.0,24.8,40.0,264.0
253,17.3,89.7,153.0,1.43,23.0,34.0,65.6,2.65,4.4,227.0,35.3,328.0,352.0
4535,6.38,41.14,75.05,0.39,9.35,16.33,30.67,0.87,1.7,46.37,15.84,65.66,147.41
6976,18.44,60.8,88.15,3.33,20.76,20.89,34.65,3.83,4.32,25.58,17.39,14.97,162.95
6259,34.09,151.0,272.0,1.83,42.94,57.0,137.0,6.74,7.37,851.0,60.0,2632.0,614.0
1875,61.6,146.7,293.0,2.21,29.1,56.6,125.0,2.8,5.86,331.0,66.1,213.0,783.0
3008,10.79,63.1,139.2,0.37,14.2,29.3,58.4,1.04,2.0,87.0,28.6,188.0,276.0
4580,23.49,9.6,8.2,0.8,6.02,2.64,1.83,2.49,2.77,45.31,1.45,24.43,10.25
1214,8.37,106.17,201.85,0.74,22.2,31.49,60.34,2.14,4.04,119.0,30.7,145.43,498.81
1764,13.4,112.5,152.8,0.45,34.2,36.1,40.0,5.92,8.33,143.0,27.8,194.0,267.0
7079,3.03,86.0,107.0,0.15,22.0,28.0,32.0,1.08,3.68,172.0,21.0,609.0,169.0
5228,3.59,36.6,89.5,0.57,6.18,15.45,66.1,0.46,2.55,10.25,26.0,37.8,255.0
134,15.4,23.4,37.5,0.33,7.05,8.35,14.9,0.84,1.36,33.3,7.98,26.9,75.1
1272,34.12,331.09,734.69,2.97,69.18,118.27,287.95,9.51,11.61,726.72,130.29,450.9,2131.46
2095,81.7,203.2,304.7,3.45,64.1,68.5,96.1,12.14,16.34,323.0,57.8,104.0,561.0
5130,4.99,60.2,141.3,0.52,10.13,25.2,91.6,0.53,3.55,48.0,38.9,153.1,366.0
6764,225.55,144.36,268.14,3.26,44.74,55.03,116.03,2.46,6.41,89.98,61.84,20.98,594.08
3417,12.0,90.0,173.9,0.16,17.5,35.3,76.7,0.63,2.6,158.0,36.4,393.0,335.0
5087,8.37,32.4,67.1,0.33,6.11,12.91,40.9,0.51,2.51,34.0,18.7,103.2,198.5
